genus,species,latitude,longitude,population_id,location_description,acclim_temp,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage,phylum,class,order,family,realm_general,realm_specific,source,original_compilation,notes,extractor,ref,citation_Rohr,reference_Comte,genus_species
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,20,30,36.2,tmax,NA,SD,30,NA,LOE,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,24,30,36.5,tmax,NA,SD,30,NA,LOE,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,28,30,38.1,tmax,NA,SD,30,NA,LOE,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,32,30,41.2,tmax,NA,SD,30,NA,LOE,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,20,30,38.4,tmax,NA,SD,30,NA,OS,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,24,30,38.6,tmax,NA,SD,30,NA,OS,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,28,30,41,tmax,NA,SD,30,NA,OS,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Pterophyllum,scalare,19.32,-99.18,Pterophyllum scalare_19.32_-99.18,Laboratory-Aquarium of the Facultad de Ciencias Mexico,32,30,42.1,tmax,NA,SD,30,NA,OS,0.1,NA,NA,NA,NA,NA,adults,NA,Actinopteri,NA,Cichlidae,Freshwater,NA,NA,Comte,NA,NA,Pérez et al. 2003,NA,155,Pterophyllum scalare
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,15,0.5,35.02,tmax,NA,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,20,0.5,36.99,tmax,NA,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,25,0.5,38.96,tmax,NA,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,30,0.5,39.88,tmax,NA,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,15,0.5,28.93,tmax,NA,SD,6,NA,LOE,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,20,0.5,34.96,tmax,NA,SD,6,NA,LOE,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,25,0.5,36.93,tmax,NA,SD,6,NA,LOE,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Clarias,gariepinus,53.4,14.57,Clarias gariepinus_53.4_14.57,Dolna Odra Poland,30,0.5,38.9,tmax,NA,SD,6,NA,LOE,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clariidae,Freshwater,NA,NA,Comte,NA,NA,Klyszejko et al. 1993,NA,105,Clarias gariepinus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,5,3,24.68,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,26.8,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,28.94,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,29.51,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,29.88,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,15,3,29.73,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,15,3,29.99,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,31.15,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,31.36,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,33.37,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,25,3,32.86,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,5,3,24.44,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,5,3,24.98,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,23.76,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,27.52,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,10,3,28.24,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,15,3,29.74,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,31.01,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,31.77,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,32.28,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,32.75,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,3,32.97,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,25,3,34.31,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,30,3,36.84,tmax,NA,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Otto et al. 1976,NA,151,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,12,NA,28.3,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Yoder et al. 2012,NA,213,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,20,NA,32.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Yoder et al. 2012,NA,213,Alosa pseudoharengus
Alosa,pseudoharengus,43.49,-87.24,Alosa pseudoharengus_43.49_-87.24,Lake Michigan,26,NA,34.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,juveniles,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Yoder et al. 2012,NA,213,Alosa pseudoharengus
Alosa,pseudoharengus,42.08,-81.34,Alosa pseudoharengus_42.08_-81.34,Lake Erie,18.2,NA,30.2,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,adults,Chordata,Actinopteri,Clupeiformes,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Yoder et al. 2012,NA,213,Alosa pseudoharengus
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,10,14,25.7,tmax,0.4,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,14,14,26.6,tmax,0.3,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,17,14,27.7,tmax,0.2,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,20,14,29,tmax,0.1,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,10,14,25.7,tmax,0.4,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,14,14,26.6,tmax,0.3,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,17,14,27.7,tmax,0.2,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Clupea,pallasii,34.49,138.16,Clupea pallasii_34.49_138.16,Coastal waters of Japan,20,14,29,tmax,0.1,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Clupea pallasii
Dorosoma,cepedianum,41.65,-82.83,Dorosoma cepedianum_41.65_-82.83,Put-in Bay Ohio US,25,NA,34,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Hart 1952,NA,84,Dorosoma cepedianum
Dorosoma,cepedianum,41.65,-82.83,Dorosoma cepedianum_41.65_-82.83,Put-in Bay Ohio US,30,NA,36,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Hart 1952,NA,84,Dorosoma cepedianum
Dorosoma,cepedianum,41.65,-82.83,Dorosoma cepedianum_41.65_-82.83,Put-in Bay Ohio US,35,NA,36.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Hart 1952,NA,84,Dorosoma cepedianum
Dorosoma,cepedianum,35.96,-83.92,Dorosoma cepedianum_35.96_-83.92,Knoxville Tenesee US,25,NA,34.6,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Hart 1952,NA,84,Dorosoma cepedianum
Dorosoma,cepedianum,35.96,-83.92,Dorosoma cepedianum_35.96_-83.92,Knoxville Tenesee US,30,NA,35.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Hart 1952,NA,84,Dorosoma cepedianum
Dorosoma,cepedianum,38.34,-90.37,Dorosoma cepedianum_38.34_-90.37,Mississippi River US,31,NA,28.5,tmax,NA,SD,20,NA,death,0.07,NA,NA,NA,NA,NA,juveniles,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Cvancara et al. 1977,NA,49,Dorosoma cepedianum
Dorosoma,cepedianum,42.08,-81.34,Dorosoma cepedianum_42.08_-81.34,Lake Erie,15.9,NA,31.7,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Yoder et al. 2012,NA,213,Dorosoma cepedianum
Dorosoma,petenense,37.78,-121.41,Dorosoma petenense_37.78_-121.41,Tracy California US,15,7,26.46,tmax,0.85,SD,16,NA,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Monirian et al. 2010,NA,135,Dorosoma petenense
Dorosoma,petenense,37.78,-121.41,Dorosoma petenense_37.78_-121.41,Tracy California US,20.1,7,30.9,tmax,0.58,SD,16,NA,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Monirian et al. 2010,NA,135,Dorosoma petenense
Dorosoma,petenense,37.78,-121.41,Dorosoma petenense_37.78_-121.41,Tracy California US,25,7,33.31,tmax,0.63,SD,16,NA,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Freshwater,NA,NA,Comte,NA,NA,Monirian et al. 2010,NA,135,Dorosoma petenense
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Bahia Ensenada Mexico,18,NA,24.3,tmax,0,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas et al. 2009,NA,127,Sardinops sagax
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Bahia Ensenada Mexico,23,NA,25.6,tmax,0.2,SD,6,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas et al. 2009,NA,127,Sardinops sagax
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Ensenada Baja California Mexico,18,20,28.1,tmax,2,SD,12,NA,OS,1,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas & Hernández-Rodríguez 2010,NA,126,Sardinops sagax
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Ensenada Baja California Mexico,18,20,30.5,tmax,1.1,SD,12,NA,LOE,1,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas & Hernández-Rodríguez 2010,NA,126,Sardinops sagax
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Ensenada Baja California Mexico,23,20,28.8,tmax,1.8,SD,12,NA,OS,1,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas & Hernández-Rodríguez 2010,NA,126,Sardinops sagax
Sardinops,sagax,31.86,-116.6,Sardinops sagax_31.86_-116.6,Ensenada Baja California Mexico,23,20,32.2,tmax,0.6,SD,12,NA,LOE,1,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Martínez-Porchas & Hernández-Rodríguez 2010,NA,126,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,12,14,28.9,tmax,0.5,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,15,14,29,tmax,0.4,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,20,14,30.9,tmax,0.3,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,26,14,33.6,tmax,0.2,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,28,14,33.7,tmax,0.2,SD,5,NA,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,12,14,29,tmax,0.5,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,15,14,29.3,tmax,0.4,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,20,14,31.1,tmax,0.3,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,26,14,33.8,tmax,0.2,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Sardinops,sagax,34.49,138.16,Sardinops sagax_34.49_138.16,Coastal waters of Japan,28,14,33.9,tmax,0.2,SD,5,NA,death,0.5,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Clupeidae,Marine,NA,NA,Comte,NA,NA,Tsuchida 1995,NA,201,Sardinops sagax
Clinocottus,analis,32.85,-117.28,Clinocottus analis_32.85_-117.28,Dike Rock La Jolla California US,11,21,26.83,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Cottidae,Marine,NA,NA,Comte,NA,NA,Graham 1970,NA,79,Clinocottus analis
Clinocottus,analis,32.85,-117.28,Clinocottus analis_32.85_-117.28,Dike Rock La Jolla California US,15,21,27.31,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,NA,Actinopteri,NA,Cottidae,Marine,NA,NA,Comte,NA,NA,Graham 1970,NA,79,Clinocottus analis
