Global variation in the thermal tolerances of plants,,,,,,,,,,,,
Lesley T. Lancaster and Aelys M. Humphreys,,,,,,,,,,,,
Proceedings of the National Academy of Sciences USA (2020),,,,,,,,,,,,
,,,,,,,,,,,,
Dataset S1:,,,,,,,,,,,,
,,,,,,,,,,,,
Plant species clean,Plant species pre-cleaning,Thermal Tolerance_deg.C,Tmin or Tmax,Tolerance measure,Hardened y/n,Hardening approach,Latitude,Longitude,Elevation,Plant family,Growth form,Reference (see sheet 2 for full citation information)
Heritiera_trifoliolata,Heritiera_trifoliolata,51.3,Tmax,LT50,no_data,,-28.6,152.7167,540,Malvaceae,tree,"Cunningham & Read, 2006"
Heritiera_trifoliolata,Argyrodendron_trifoliolatum,52.79,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Malvaceae,tree,"O’sullivan et al., 2017"
Heteromeles_arbutifolia,Heteromeles_arbutifolia,56.5,Tmax,Tmax,no_data,,37.4,-122.2,80,Rosaceae,shrub,"Knight & Ackerly, 2002"
Heterophragma_quadriloculare,Heterophragma_quadriloculare,54,Tmax,Tcrit,no_data,,14.93,74.5,NA,Bignoniaceae,tree,"Sastry et al., 2018"
Hevea_guianensis,Hevea_guianensis,62,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Euphorbiaceae,tree,"O’sullivan et al., 2017"
Hevea_pauciflora,Hevea_pauciflora,58.03,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Fabaceae,tree,"O’sullivan et al., 2017"
Hibiscus_rosa-sinensis,Hibiscus_rosa-sinensis,-2.6,Tmin,LT50,no_data,,18.3,-66.5,NA,Malvaceae,shrub,"Biebl, 1964"
Hibiscus_rosa-sinensis,Hibiscus_rosa-sinensis,51,Tmax,LT50,no_data,,18.3,-66.5,NA,Malvaceae,shrub,"Biebl, 1964"
Hieracium_alpinum,Hieracium_alpinum,50.5,Tmax,LT50,no_data,,60.6,7.5,1248,Asteraceae,perennial_herb,"Gauslaa, 1984"
Hinterhubera_lanuginosa,Hinterhubera_lanuginosa,-12.3,Tmin,LT50,no_data,,8.867,-70.75,4200,Asteraceae,shrub,"Squeo et al., 1991"
Hoheria_angustifolia,Hoheria_angustifolia,-7.5,Tmin,LT50,y,seasonal variation in the wild,-45.86,170.4,20,Malvaceae,tree,"Darrow et al., 2001"
Hoheria_angustifolia,Hoheria_angustifolia,-2.1,Tmin,LT50,n,seasonal variation in the wild,-45.86,170.4,20,Malvaceae,tree,"Darrow et al., 2001"
Hoheria_glabrata,Hoheria_glabrata,-15,Tmin,FR,y,laboratory acclimation,-42.9,171.55,900,Malvaceae,tree,"Sakai & Wardle, 1978"
Hylotelephium_telephium,Sedum_telephium_ssp._Maximum,53,Tmax,LT50,no_data,,59.67,10.78,105,Crassulaceae,perennial_herb,"Gauslaa, 1984"
Hymenaea_courbaril,Hymenaea_courbaril,54.25,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Fabaceae,tree,"O’sullivan et al., 2017"
Hymenophyllum_wrightii,Mecodium_wrightii,-25,Tmin,LT50,no_data,,43.25,142.65,NA,Hymenophyllaceae,perennial_herb,"Sato, 1982"
Hyparrhenia_hirta,Andropogon_hirtus,52,Tmax,LT50,no_data,,41.68,2.788,28,Poaceae,perennial_herb,"Lange & Lange, 1963"
Hypericum_canariense,Hypericum_canariense,46,Tmax,LT50,no_data,,28.3,-17,NA,Hypericaceae,shrub,"Lösch, 1980"
Hypericum_glandulosum,Hypericum_glandulosum,42,Tmax,LT50,no_data,,28.3,-17,NA,Hypericaceae,shrub,"Lösch, 1980"
Hypericum_lancioides,Hypericum_lancioides,-19.3,Tmin,LT50,no_data,,-0.33,-78.2,4138,Hypericaceae,shrub,"Sklenář et al., 2010"
Hypericum_laricifolium,Hypericum_laricifolium,-10.9,Tmin,LT50,no_data,,8.867,-70.75,4200,Hypericaceae,shrub,"Squeo et al., 1991"
Hypochaeris_maculata,Hypochoeris_maculate,52,Tmax,LT50,no_data,,59.67,10.78,105,Asteraceae,perennial_herb,"Gauslaa, 1984"
Hypochaeris_sessiliflora,Hypochaeris_sessiliflora,-11.8,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,perennial_herb,"Sklenář et al., 2010"
Ichnanthus_pallens,Ichnanthus_pallens,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Poaceae,perennial_herb,"Biebl, 1964"
Indigofera_oblongifolia,Indigofera_oblongifolia,49,Tmax,LT50,no_data,,17.02,-16.07,16,Fabaceae,shrub,"Lange, 1959"
Ipomoea_aquatica,Ipomoea_aquatica,39.5,Tmax,LT50,no_data,,4.86,114.86,9,Convolvulaceae,perennial_herb,"Patiño & Grace, 2002"
Ipomoea_pes-caprae,Ipomoea_pes-caprae_(L.)_Sweet_ssp._brasilensis,39.5,Tmax,LT50,no_data,,4.96,114.89,2,Convolvulaceae,perennial_herb,"Patiño & Grace, 2002"
Ipomoea_repanda,Exogonium_repandum,0.5,Tmin,LT50,no_data,,18.3,-66.5,NA,Convolvulaceae,perennial_herb,"Biebl, 1964"
Iryanthera_hostmannii,Iryanthera_hostmannii,63.08,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Myristicaceae,shrub,"O’sullivan et al., 2017"
Iryanthera_sagotiana,Iryanthera_sagotiana,62.48,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Myristicaceae,tree,"O’sullivan et al., 2017"
Isocoma_acradenia,Isocoma_acradenia,56.4,Tmax,Tmax,no_data,,35.183,-116.067,284,Asteraceae,shrub,"Knight & Ackerly, 2002"
Isocoma_menziesii,Isocoma_menziesii,52.9,Tmax,Tmax,no_data,,34.45,-119.52,NA,Asteraceae,shrub,"Knight & Ackerly, 2002"
Jacksonia_scoparia,Jacksonia_scoparia,45.61,Tmax,T50,n,seasonal variation in the wild,-33.617,150.733,30,Fabaceae,shrub,"Zhu et al., 2018"
Jacksonia_scoparia,Jacksonia_scoparia,45.74,Tmax,T50,y,seasonal variation in the wild,-33.617,150.733,30,Fabaceae,shrub,"Zhu et al., 2018"
Jacobaea_leucophylla,Senicio_incanus,-5,Tmin,LT100,no_data,,47.22,11.5,2000,Asteraceae,perennial_herb,"Larcher & Wagner, 1976"
Jacobaea_leucophylla,Senicio_incanus,35,Tmax,Tmax,no_data,,47,11,2150,Asteraceae,perennial_herb,"Larcher & Wagner, 1976"
Jacobaea_leucophylla,Senecio_incanus,45,Tmax,Tmax,no_data,,47.2,11.45,2165,Asteraceae,perennial_herb,"Buchner et al., 2015"
Jacobaea_leucophylla,Senicio_incanus,46,Tmax,LT100,no_data,,47.22,11.5,2000,Asteraceae,perennial_herb,"Larcher & Wagner, 1976"
Jasminum_didymum,Jasminum_didymum,52.8,Tmax,T50,no_data,,-32.46,137.74,14,Oleaceae,shrub,"Curtis, 2017"
Juglans_cinerea,Juglans_cinerea,-25,Tmin,FR,y,laboratory acclimation,40.41,-86.87,213,Juglandaceae,tree,"Sakai & Weiser, 1973"
Juglans_nigra,Juglans_nigra,-30,Tmin,FR,y,laboratory acclimation,45,-92.9,283,Juglandaceae,tree,"Sakai & Weiser, 1973"
Juniperus_communis,Juniperus_communis,52.6,Tmax,LT50,no_data,,59.67,10.78,105,Cupressaceae,tree,"Gauslaa, 1984"
Juniperus_sp.,Juniperus,53.28,Tmax,Tmax,y,seasonal variation in the wild,30.6,-96.4,103,Cupressaceae,tree,"O’sullivan et al., 2017"
Knightia_excelsa,Knightia_excelsa,-5,Tmin,FR,y,laboratory acclimation,-43.53,172.62,7,Proteaceae,tree,"Sakai & Wardle, 1978"
Koanophyllon_hylonomum,Koanophyllon_hylonomum,56.4,Tmax,Tmax,y,seasonal variation in the wild,10.38,-84.62,479,Asteraceae,shrub,"O’sullivan et al., 2017"
Koenigia_islandica,Koenigia_islandica,44.1,Tmax,LT50,no_data,,62.307,9.6055,908,Polygonaceae,annual_herb,"Gauslaa, 1984"
Lachemilla_nivalis,Lachemilla_nivalis,-9,Tmin,LT50,no_data,,-0.33,-78.2,4138,Rosaceae,shrub,"Sklenář et al., 2010"
Laguncularia_racemosa,Laguncularia_racemosa,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Combretaceae,tree,"Biebl, 1964"
Laguncularia_racemosa,Laguncularia_racemosa,51,Tmax,LT50,no_data,,18.3,-66.5,NA,Combretaceae,tree,"Biebl, 1964"
Lamium_purpureum,Lamium_purpureum,-7,Tmin,LT50,no_data,,47.5,14,NA,Lamiaceae,annual_herb,"Maier, 1971"
Lamium_purpureum,Lamium_purpureum,44,Tmax,LT50,no_data,,47.5,14,NA,Lamiaceae,annual_herb,"Maier, 1971"
Lannea_coromandelica,Lannea_coromandelica,50.8,Tmax,Tmax,no_data,,23.68,101.98,770,Anacardiaceae,tree,"Zhang et al., 2012"
Larix_decidua,Larix_decidua,-45,Tmin,LT50,no_data,,47.33,11.55,1264,Pinaceae,tree,"Charra-Vaskou et al., 2012"
Larix_decidua,Larix_decidua,-42,Tmin,LT50,no_data,,47.27,11.37,702,Pinaceae,tree,"Charra-Vaskou et al., 2012"
Larix_decidua,Larix_decidua,-36,Tmin,LT50,no_data,,45.77,3.08,390,Pinaceae,tree,"Charra-Vaskou et al., 2012"
Larix_decidua,Larix_decidua,-29,Tmin,LT50,no_data,,45.6,2.81,1330,Pinaceae,tree,"Charra-Vaskou et al., 2012"
Larix_decidua,Larix_decidua,-6.4,Tmin,LT50,no_data,,47.2,11.45,1950,Pinaceae,tree,"Taschler et al., 2004"
Larix_laricina,Larix_laricina,-80,Tmin,FR,y,laboratory acclimation,45.65,-89.45,479,Pinaceae,tree,"Sakai & Weiser, 1973"
Larix_laricina,Larix_laricina,54.12,Tmax,Tmax,y,seasonal variation in the wild,47.96,-91.75,420,Pinaceae,tree,"O’sullivan et al., 2017"
Larix_laricina,Larix_larcicina,59,Tmax,LT50,n,laboratory acclimation,51.3,85.3,1599,Pinaceae,tree,"Murphy & Way, 2017"
Larix_laricina,Larix_larcicina,62,Tmax,LT50,y,laboratory acclimation,51.3,85.3,1599,Pinaceae,tree,"Murphy & Way, 2017"
Larix_occidentalis,Larix_occidentalis,-40,Tmin,FR,y,laboratory acclimation,46.89,-116.57,1200,Pinaceae,tree,"Sakai & Weiser, 1973"
Larrea_tridentata,Larrea_tridentata,71.5,Tmax,Tmax,no_data,,35.183,-116.067,284,Zygophyllaceae,shrub,"Knight & Ackerly, 2002"
Lasiocephalus_gargantanus,Lasiocephalus_gargantanus,-8.3,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiocephalus_involucratus,Lasiocephalus_involucratus,-10.5,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiocephalus_lingulatus,Lasiocephalus_lingulatus,-11.2,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiocephalus_ovatus,Lasiocephalus_ovatus,-15.3,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiocephalus_patens,Lasiocephalus_patens,-8,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiocephalus_sodiroi,Lasiocephalus_sodiroi,-14.2,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lasiopetalum_behrii,Lasiopetalum_behrii,52.2,Tmax,T50,no_data,,-32.46,137.74,14,Malvaceae,shrub,"Curtis, 2017"
Laurus_nobilis,Laurus_nobilis,-13,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Lauraceae,tree,"Larcher, 1954"
Laurus_nobilis,Laurus_nobilis,-12,Tmin,LT50,no_data,,45.65,10.72,65,Lauraceae,tree,"Larcher, 2000"
Laurus_nobilis,Laurus_nobilis,-7.5,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Lauraceae,tree,"Larcher, 1954"
Laurus_nobilis,Laurus_nobilis,56,Tmax,LT50,no_data,,31.767,35.234,754,Lauraceae,tree,"Konis, 1949"
Lavandula_stoechas,Lavandula_stoechas,47,Tmax,LT50,no_data,,41.68,2.788,28,Lamiaceae,shrub,"Lange & Lange, 1963"
Lecythis_persistens,Lecythis_persistens,58.78,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Lecythidaceae,tree,"O’sullivan et al., 2017"
Ledum_palustre,Ledum_palustre,-70,Tmin,FR,y,seasonal variation in the wild,43.6,143,1904,Ericaceae,shrub,"Sakai & Ōtsuka, 1970"
Ledum_palustre,Ledum_palustre,-7,Tmin,LT50,no_data,,69.25,-53.55,33,Ericaceae,shrub,"Biebl, 1967"
Ledum_palustre,Ledum_palustre,-6,Tmin,FR,n,seasonal variation in the wild,43.6,143,1904,Ericaceae,shrub,"Sakai & Ōtsuka, 1970"
Ledum_palustre,Ledum_palustre,47,Tmax,LT50,no_data,,69.25,-53.55,33,Ericaceae,shrub,"Biebl, 1967"
Ledum_palustre,Ledum_palustre,54.98,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Ericaceae,shrub,"O’sullivan et al., 2017"
Lepechinia_calycina,Lepechinia_calycina,52.7,Tmax,Tmax,no_data,,37.4,-122.2,80,Lamiaceae,shrub,"Knight & Ackerly, 2002"
Lepidothamnus_laxifolius,Dacrydium_laxifolium,-13,Tmin,FR,y,laboratory acclimation,-42.9,171.55,910,Podocarpaceae,shrub,"Sakai & Wardle, 1978"
Lepisorus_ussuriensis,Lepisorus_ussuriensis,-40,Tmin,LT50,no_data,,43.25,142.65,NA,Polypodiaceae,perennial_herb,"Sato, 1982"
Leptadenia_pyrotechnica,Leptadenia_pyrotechnica,51,Tmax,LT50,no_data,,20.7,-13,317,Apocynaceae,shrub,"Lange, 1959"
Leptecophylla_tameiameiae,Styphelia_tameiameiae,-15,Tmin,FT,no_data,,20.71,-156.25,NA,Ericaceae,shrub,"Lipp et al., 1994"
Leptospermum_lanigerum,Leptospermum_lanigerum,54.66,Tmax,Tmax,y,seasonal variation in the wild,-43.09,146.68,257,Myrtaceae,tree,"O’sullivan et al., 2017"
Leptospermum_scoparium,Leptospermum_scoparium,-7,Tmin,FR,y,laboratory acclimation,-42.7,171,90,Myrtaceae,tree,"Sakai & Wardle, 1978"
Leucanthemum_vulgare,Leucanthemum_vulgare,-7,Tmin,LT50,no_data,,47.5,14,NA,Asteraceae,perennial_herb,"Maier, 1971"
Leucanthemum_vulgare,Leucanthemum_vulgare,44,Tmax,LT50,no_data,,47.5,14,NA,Asteraceae,perennial_herb,"Maier, 1971"
Leucomeris_decora,Gochnotia_decora,49.1,Tmax,Tmax,no_data,,23.68,101.98,770,Asteraceae,tree,"Zhang et al., 2012"
Libocedrus_bidwillii,Libocedrus_bidwillii,-13,Tmin,FR,y,laboratory acclimation,-42.75,171.6,900,Cupressaceae,tree,"Sakai & Wardle, 1978"
Libocedrus_plumosa,Libocedrus_plumosa,-7,Tmin,FR,y,laboratory acclimation,-43.53,172.62,7,Cupressaceae,tree,"Sakai & Wardle, 1978"
Licania_alba,Licania_alba,57.43,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Chrysobalanaceae,tree,"O’sullivan et al., 2017"
Licania_arachnoidea,Licania_arachnoidea,61.95,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Chrysobalanaceae,tree,"O’sullivan et al., 2017"
Licania_heteromorpha,Licania_heteromorpha,59.19,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Chrysobalanaceae,tree,"O’sullivan et al., 2017"
Licania_membranacea,Licania_membranacea,61.44,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Fabaceae,tree,"O’sullivan et al., 2017"
Licaria_canella,Licaria_canella,64.05,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Lauraceae,tree,"O’sullivan et al., 2017"
Liquidambar_styraciflua,Liquidamber_styraciflua,-25,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Altingiaceae,tree,"Sakai & Weiser, 1973"
Liquidambar_styraciflua,Liquidamber_styraciflua,-25,Tmin,FR,y,laboratory acclimation,40.41,-86.87,213,Altingiaceae,tree,"Sakai & Weiser, 1973"
Liriodendron_tulipifera,Liliodendren_tulipifera,52.93,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Magnoliaceae,tree,"O’sullivan et al., 2017"
Litsea_leefeana,Litsea_leefeana,47.61,Tmax,T50,n,seasonal variation in the wild,-17.117,145.633,712,Lauraceae,tree,"Zhu et al., 2018"
Litsea_leefeana,Litsea_leefeana,49.05,Tmax,T50,y,seasonal variation in the wild,-17.117,145.633,712,Lauraceae,tree,"Zhu et al., 2018"
Litsea_leefeana,Litsea_leefeana,56.81,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Lauraceae,tree,"O’sullivan et al., 2017"
Lobelia_gregoriana,Lobelia_keniensis,-15,Tmin,LT50,no_data,,-0.157,37.307,4100,Campanulaceae,shrub,"Beck, 1994"
Lobelia_telekii,Lobelia_telkii,-15,Tmin,LT50,no_data,,-0.157,37.307,4200,Campanulaceae,shrub,"Beck, 1994"
Loiseleuria_procumbens,Loiseleuria_procumbens,-70,Tmin,FR,y,seasonal variation in the wild,43.6,143,1904,Ericaceae,cushion,"Sakai & Ōtsuka, 1970"
Loiseleuria_procumbens,Loiseleuria_procumbens,-8,Tmin,LT100,no_data,,47.22,11.5,2000,Ericaceae,cushion,"Larcher & Wagner, 1976"
Loiseleuria_procumbens,Loiseleuria_procumbens,43,Tmax,Tmax,no_data,,47,11,2100,Ericaceae,cushion,"Larcher & Wagner, 1976"
Loiseleuria_procumbens,Loiseleuria_procumbens,49.4,Tmax,LT50,n,manipulation of environmental temperature in the field,47.2,11.45,1950,Ericaceae,cushion,"Braun et al., 2002"
Loiseleuria_procumbens,Loiseleuria_procumbens,50,Tmax,LT50,y,manipulation of environmental temperature in the field,47.2,11.45,1950,Ericaceae,cushion,"Braun et al., 2002"
Loiseleuria_procumbens,Loiseleuria_procumbens,51.8,Tmax,LT50,no_data,,62.307,9.6055,908,Ericaceae,cushion,"Gauslaa, 1984"
Loiseleuria_procumbens,Loiseleuria_procumbens,52,Tmax,LT100,no_data,,47.22,11.5,2000,Ericaceae,cushion,"Larcher & Wagner, 1976"
Lomaridium_fragile,Struthiopteris_polypodioides,0,Tmin,LT50,no_data,,18.3,-66.5,NA,Blechnaceae,perennial_herb,"Biebl, 1964"
Lomaridium_fragile,Struthiopteris_polypodioides,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Blechnaceae,perennial_herb,"Biebl, 1964"
Lonicera_hispidula,Lonicera_hipidula,58.3,Tmax,Tmax,no_data,,37.4,-122.2,80,Caprifoliaceae,shrub,"Knight & Ackerly, 2002"
Lonicera_implexa,Lonicera_implexa,52,Tmax,LT50,no_data,,41.68,2.788,28,Caprifoliaceae,shrub,"Lange & Lange, 1963"
Lophocereus_schottii,Lophocereus_schottii,-7.2,Tmin,LT50,y,laboratory acclimation,31.917,-112.95,371,Cactaceae,shrub,"Nobel, 1982"
Lophocereus_schottii,Lophocereus_schottii,-5.6,Tmin,LT50,n,laboratory acclimation,31.917,-112.95,371,Cactaceae,shrub,"Nobel, 1982"
Lophocereus_schottii,Lophocereus_schottii,45.4,Tmax,Tmax,no_data,,27.63,-109.9,45,Cactaceae,shrub,"Smith et al., 1984"
Lophocereus_schottii,Lophocereus_schottii,46.2,Tmax,Tmax,no_data,,26.9,-109.42,47,Cactaceae,shrub,"Smith et al., 1984"
Lophocereus_schottii,Lophocereus_schottii,48.2,Tmax,Tmax,no_data,,27.98,-111.02,21,Cactaceae,shrub,"Smith et al., 1984"
Lophocereus_schottii,Lophocereus_schottii,49.8,Tmax,Tmax,no_data,,28.87,-110.75,347,Cactaceae,shrub,"Smith et al., 1984"
Lophocereus_schottii,Lophocereus_schottii,50.9,Tmax,Tmax,no_data,,30.7,-111.93,376,Cactaceae,shrub,"Smith et al., 1984"
Lophocereus_schottii,Lophocereus_schottii,51,Tmax,Tmax,no_data,,31.78,-113.03,372,Cactaceae,shrub,"Smith et al., 1984"
Lophozia_hatcheri,Lophozia_hatcheri,-16,Tmin,LT50,no_data,,69.25,-53.55,33,Lophoziaceae,bryophyte,"Biebl, 1967"
Lophozia_hatcheri,Lophozia_hatcheri,45,Tmax,LT50,no_data,,69.25,-53.55,33,Lophoziaceae,bryophyte,"Biebl, 1967"
Lophozia_quadriloba,Lophozia_quadriloba,-11,Tmin,LT50,no_data,,69.25,-53.55,33,Lophoziaceae,bryophyte,"Biebl, 1967"
Lophozia_wenzelii,Lophozia_wenzelii,-11,Tmin,LT50,no_data,,69.25,-53.55,33,Lophoziaceae,bryophyte,"Biebl, 1967"
Loricaria_ilinissae,Loricaria_ilinissae,-15.7,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Lotus_scoparius,Lotus_scoparius,53.2,Tmax,Tmax,no_data,,37.4,-122.2,80,Fabaceae,perennial_herb,"Knight & Ackerly, 2002"
Luehea_sp.,Luehea_indet,59.47,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Malvaceae,tree,"O’sullivan et al., 2017"
Lupinus_alopecuroides,Lupinus_alopecuroides,-8.2,Tmin,LT50,no_data,,-0.33,-78.2,4138,Fabaceae,perennial_herb,"Sklenář et al., 2010"
Lysimachia_thyrsiflora,Lysimachia_thrysiflora,45.5,Tmax,LT50,no_data,,59.67,10.78,105,Primulaceae,perennial_herb,"Gauslaa, 1984"
Maerua_crassifolia,Maerua_crassifolia,50,Tmax,LT50,no_data,,20.7,-13,317,Capparaceae,tree,"Lange, 1959"
Magnolia_grandiflora,Magnolia_grandiflora,-15,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Magnoliaceae,tree,"Sakai & Weiser, 1973"
Maireana_pyramidata,Maireana_pyramidata,52.6,Tmax,T50,no_data,,-32.46,137.74,14,Amaranthaceae,shrub,"Curtis, 2017"
Maireana_sedifolia,Maireana_sedifolia,50.34,Tmax,T50,n,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Maireana_sedifolia,Maireana_sedifolia,51.48,Tmax,T50,y,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Maireana_sedifolia,Maireana_sedifolia,53.2,Tmax,T50,no_data,,-32.46,137.74,14,Amaranthaceae,shrub,"Curtis, 2017"
Maireana_sedifolia,Maierana_sedifolia,54.76,Tmax,Tmax,y,seasonal variation in the wild,-30.26,120.69,459,Amaranthaceae,shrub,"O’sullivan et al., 2017"
Maireana_triptera,Maireana_triptera,47.19,Tmax,T50,n,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Maireana_triptera,Maireana_triptera,49.96,Tmax,T50,y,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Maireana_triptera,Maierana_triptera,67.65,Tmax,Tmax,y,seasonal variation in the wild,-30.26,120.69,459,Amaranthaceae,shrub,"O’sullivan et al., 2017"
Mammillaria_dioica,Mammillaria_dioica,59.5,Tmax,LT50,n,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Mammillaria_dioica,Mammillaria_dioica,64.4,Tmax,LT50,y,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Mangifera_indica,Mangifera_indica,-2.6,Tmin,LT50,no_data,,18.3,-66.5,NA,Anacardiaceae,tree,"Biebl, 1964"
Mangifera_indica,Mangifera_indica,55,Tmax,LT50,no_data,,18.3,-66.5,NA,Anacardiaceae,tree,"Biebl, 1964"
Mangifera_indica,Mangifera_indica,55.5,Tmax,Tcrit,no_data,,14.93,74.5,NA,Anacardiaceae,tree,"Sastry et al., 2018"
Manoao_colensoi,Dacrydium_colensoi,-13,Tmin,FR,y,laboratory acclimation,-42.7,171,10,Podocarpaceae,tree,"Sakai & Wardle, 1978"
Marah_fabacea,Marah_fabaceous,53.1,Tmax,Tmax,no_data,,37.4,-122.2,80,Cucurbitaceae,perennial_herb,"Knight & Ackerly, 2002"
Marcgravia_rectiflora,Marcgravia_rectiflora,2.5,Tmin,LT50,no_data,,18.3,-66.5,NA,Marcgraviaceae,shrub,"Biebl, 1964"
Marcgravia_sintenisii,Marcgravia_sintenisii,4,Tmin,LT50,no_data,,18.3,-66.5,NA,Marcgraviaceae,shrub,"Biebl, 1964"
Marcgravia_sintenisii,Marcgravia_sintenisii,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Marcgraviaceae,shrub,"Biebl, 1964"
Marchantia_alpestris,Marchanta_alpestris,-11,Tmin,LT50,no_data,,69.25,-53.55,33,Marchantiaceae,bryophyte,"Biebl, 1967"
Marchantia_alpestris,Marchanta_alpestris,43,Tmax,LT50,no_data,,69.25,-53.55,33,Marchantiaceae,bryophyte,"Biebl, 1967"
Marsilea_drummondii,Marsilea_drummondii,48.7,Tmax,T50,no_data,,-32.46,137.74,14,Marsileaceae,perennial_herb,"Curtis, 2017"
Matteuccia_orientalis,Matteuccia_orientalis,0,Tmin,LT50,no_data,,43.25,142.65,NA,Onocleaceae,perennial_herb,"Sato, 1982"
Matteuccia_struthiopteris,Matteuccia_struthiopteris,-3,Tmin,LT50,no_data,,43.25,142.65,NA,Onocleaceae,perennial_herb,"Sato, 1982"
Mecranium_amygdalinum,Mecranium_amygdalinum,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Melastomataceae,shrub,"Biebl, 1964"
Melaleuca_decora,Melaleuca_decora,47.63,Tmax,T50,n,seasonal variation in the wild,-33.617,150.733,30,Myrtaceae,tree,"Zhu et al., 2018"
Melaleuca_decora,Melaleuca_decora,48.17,Tmax,T50,y,seasonal variation in the wild,-33.617,150.733,30,Myrtaceae,tree,"Zhu et al., 2018"
Melaleuca_nodosa,Melaleuca_nodosa,46.2,Tmax,T50,n,seasonal variation in the wild,-33.617,150.733,30,Myrtaceae,shrub,"Zhu et al., 2018"
Melaleuca_nodosa,Melaleuca_nodosa,48.15,Tmax,T50,y,seasonal variation in the wild,-33.617,150.733,30,Myrtaceae,shrub,"Zhu et al., 2018"
Melaleuca_squarrosa,Melaleuca_squarrosa,44.98,Tmax,T50,n,seasonal variation in the wild,-43.083,146.65,595,Myrtaceae,shrub,"Zhu et al., 2018"
Melaleuca_squarrosa,Melaleuca_squarrosa,45.69,Tmax,T50,y,seasonal variation in the wild,-43.083,146.65,595,Myrtaceae,shrub,"Zhu et al., 2018"
Melaleuca_squarrosa,Melaleuca_squarrosa,54.39,Tmax,Tmax,y,seasonal variation in the wild,-43.09,146.68,257,Myrtaceae,shrub,"O’sullivan et al., 2017"
Melaleuca_uncinata,Melaleuca_uncinata,51.3,Tmax,T50,no_data,,-32.46,137.74,14,Myrtaceae,shrub,"Curtis, 2017"
Melampyrum_sylvaticum,Melampyrum_sylvaticum,44.3,Tmax,LT50,no_data,,62.307,9.6055,908,Orobanchaceae,annual_herb,"Gauslaa, 1984"
Memecylon_umbellatum,Memecylon_umbellatum,59,Tmax,Tcrit,no_data,,14.93,74.5,NA,Melastomataceae,tree,"Sastry et al., 2018"
Metrosideros_excelsa,Metrosideros_excelsa,-3,Tmin,FR,y,laboratory acclimation,-36.9,174.6,50,Myrtaceae,tree,"Sakai & Wardle, 1978"
Metrosideros_umbellata,Metrosideros_umbellata,-8,Tmin,FR,y,laboratory acclimation,-42.75,171.6,760,Myrtaceae,tree,"Sakai & Wardle, 1978"
