record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
774_Ambystoma tigrinum,774,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,15,B,N given,33.5,NA,Y,3,3,0.6,2,NA,1,24:0,L,Loss of righting response,NA,689,2.84,"Buffalo County, Nebraska",Temperate,40.841,1.611,40.841,-99.101,Field,NA,1980,Nietfeldt et al. 1980,"Nietfeldt, J. W., S. M. Jones, D. L. Droge, and R. E. Ballinger. 1980. Rate of thermal acclimation in larval Ambystoma tigrinum. Journal of Herpetology 14:209-211.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.021618647,31,Not threatened,0
770_Ambystoma tigrinum,770,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,15,B,N given,38.3,NA,Y,3,3,0.6,28,NA,1,24:0,L,Loss of righting response,NA,689,2.84,"Buffalo County, Nebraska",Temperate,40.841,1.611,40.841,-99.101,Field,NA,1980,Nietfeldt et al. 1980,"Nietfeldt, J. W., S. M. Jones, D. L. Droge, and R. E. Ballinger. 1980. Rate of thermal acclimation in larval Ambystoma tigrinum. Journal of Herpetology 14:209-211.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.021618647,31,Not threatened,0
506_Anaxyrus americanus,506,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,39.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
505_Anaxyrus americanus,505,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
500_Anaxyrus americanus,500,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,41.4,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 29,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
504_Anaxyrus americanus,504,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,41.6,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
503_Anaxyrus americanus,503,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,41.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
501_Anaxyrus americanus,501,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
502_Anaxyrus americanus,502,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
536_Anaxyrus woodhousii,536,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
529_Anaxyrus woodhousii,529,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
535_Anaxyrus woodhousii,535,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,9,A,N given,41.7,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
530_Anaxyrus woodhousii,530,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,9,A,N given,42.2,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
531_Anaxyrus woodhousii,531,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,42.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
532_Anaxyrus woodhousii,532,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,7,A,N given,42.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
533_Anaxyrus woodhousii,533,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,3,A,N given,42.6,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
534_Anaxyrus woodhousii,534,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,3,A,N given,42.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
412_Bryophryne cophites,412,Anura,Strabomantidae,Bryophryne,cophites,Craugastoridae,Phrynopus,cophites,Craugastoridae,Bryophryne cophites,Bryophryne,cophites,Adult,10,B,Category,27.8,NA,Y,3,3,0.6,17,-2.5,0.7,NA,L,Loss of righting response,NA,3453,3.54,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,NA,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",269,2.43,Not introduced,3200,3800,33,1.52,Terrestrial,0.007073629,31.8,Threatened,1
413_Bryophryne hanssaueri,413,Anura,Strabomantidae,Bryophryne,hanssaueri,NA,NA,NA,Craugastoridae,Bryophryne hanssaueri,Bryophryne,hanssaueri,Adult,10,B,Category,24.9,NA,Y,3,3,0.6,17,-5.4,0.7,NA,L,Loss of righting response,NA,3347,3.52,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,New species,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",29,1.46,Not introduced,3100,1700,19,1.28,Terrestrial,0.007073629,31.8,Not threatened,0
414_Bryophryne nubilosus,414,Anura,Strabomantidae,Bryophryne,nubilosus,NA,NA,NA,Craugastoridae,Bryophryne nubilosus,Bryophryne,nubilosus,Adult,10,B,Category,24.9,NA,Y,3,3,0.6,17,-5.4,0.7,NA,L,Loss of righting response,NA,2860,3.46,"Manu National Park, Peru",Tropical,11.183,1.049,-11.183,-71.167,Field,New species,2014,Catenazzi et al. 2014,"Catenazzi, A., E. Lehr, and V. T. Vredenburg. 2014. Thermal physiology, disease, and amphibian declines on the eastern slopes of the Andes. Conservation Biology 28:509-517.",3,0.48,Not introduced,2600,3097,18,1.26,Terrestrial,0.007073629,31.8,Not threatened,0
698_Desmognathus fuscus,698,Caudata,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus fuscus,Desmognathus,fuscus,Adult,7,A,Given,35,NA,Y,3,3,0.6,25,5.6,0.8,12:12,L,Animals unresponsive to prodding,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982b,"Layne, J. R., and D. L. Claussen. 1982. The time courses of CTMax and CTMin acclimation in the salamander Desmognathus fuscus. Journal of Thermal Biology 7:139-141.",1524467,6.18,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
817_Eleutherodactylus cundalli,817,Anura,Leptodactylidae,Eleutherodactylus,cundalli,Leptodactylidae,Eleutherodactylus,cundalli,Eleutherodactylidae,Eleutherodactylus cundalli,Eleutherodactylus,cundalli,Adult,15,B,Given,36.6,NA,Y,3,3,0.6,30,6.8,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",6313,3.8,Not introduced,NA,635,37,1.57,Terrestrial,0.010844738,28.8,Threatened,1
819_Eleutherodactylus gossei,819,Anura,Leptodactylidae,Eleutherodactylus,gossei,Leptodactylidae,Eleutherodactylus,gossei,Eleutherodactylidae,Eleutherodactylus gossei,Eleutherodactylus,gossei,Adult,15,B,Given,34.7,NA,Y,3,3,0.6,30,4.9,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",8556,3.93,Not introduced,NA,1515,25,1.4,Terrestrial,0.010844738,28.8,Not threatened,0
821_Eleutherodactylus johnstonei,821,Anura,Leptodactylidae,Eleutherodactylus,johnstonei,Leptodactylidae,Eleutherodactylus,johnstonei,Eleutherodactylidae,Eleutherodactylus johnstonei,Eleutherodactylus,johnstonei,Adult,15,B,Given,38.6,NA,Y,3,3,0.6,30,8.8,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",26473,4.42,Introduced,1000,NA,33,1.52,Arboreal,0.010844738,28.8,Not threatened,0
823_Eleutherodactylus planirostris,823,Anura,Leptodactylidae,Eleutherodactylus,planirostris,Leptodactylidae,Eleutherodactylus,planirostris,Eleutherodactylidae,Eleutherodactylus planirostris,Eleutherodactylus,planirostris,Adult,15,B,Given,40.5,NA,Y,3,3,0.6,30,10.7,0.8,12:12,L,Absence of muscle tone and failure to respond to being picked up,NA,276,2.44,"Saint Mary's Parish, Jamaica",Tropical,18.308,1.263,18.308,-76.981,Field,NA,1977,Pough et al. 1977,"Pough, F. H., M. M. Stewart, and R. G. Thomas. 1977. Physiological basis of habitat partitioning in Jamaican Eleutherodactylus. Oecologia 27:285-293.",202952,5.31,Introduced,NA,727,33,1.52,Terrestrial,0.010844738,28.8,Not threatened,0
60_Eurycea bislineata,60,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.6,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
65_Eurycea bislineata,65,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.6,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
559_Gastrophryne carolinensis,559,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,7,A,N given,39.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
558_Gastrophryne carolinensis,558,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,7,A,N given,40.4,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
553_Gastrophryne carolinensis,553,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,7,A,N given,43,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
555_Gastrophryne carolinensis,555,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,10,B,N given,43,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
554_Gastrophryne carolinensis,554,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,10,B,N given,43.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
556_Gastrophryne carolinensis,556,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,2,A,N given,43.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
557_Gastrophryne carolinensis,557,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,1,A,N given,43.3,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
