record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
111_Dendropsophus labialis,111,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,102,C,Given,37.5,NA,Y,7,7,0.9,15,19.2,1,12:12,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
112_Dendropsophus labialis,112,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,122,C,Given,37.8,NA,Y,7,7,0.9,15,19.5,1,16:8,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
110_Dendropsophus labialis,110,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,111,C,Given,37.9,NA,Y,7,7,0.9,15,19.6,1,8:16,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
113_Dendropsophus labialis,113,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,123,C,Given,38,NA,Y,7,7,0.9,25,18.1,1,8:16,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
115_Dendropsophus labialis,115,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,123,C,Given,38.4,NA,Y,7,7,0.9,25,18.5,1,16:8,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
114_Dendropsophus labialis,114,Anura,Hylidae,Hyla,labialis,Hylidae,Dendropsophus,labialis,Hylidae,Dendropsophus labialis,Dendropsophus,labialis,Adult,149,C,Given,38.6,NA,Y,7,7,0.9,25,18.7,1,12:12,S,Onset of spasms,NA,2620,3.42,"Bogotá, Colombia ‎",Tropical,4.598,0.663,4.598,-74.076,Field,NA,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",32190,4.51,Not introduced,1600,3600,33,1.52,Terrestrial,0.004468988,18,Not threatened,0
100_Eleutherodactylus portoricensis,100,Anura,Leptodactylidae,Eleutherodactylus,portoricensis,Leptodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylidae,Eleutherodactylus portoricensis,Eleutherodactylus,portoricensis,Adult,26,B,Given,37,NA,Y,7,7,0.9,22,6.4,1.8,0:24,S,Convulsive movements,NA,15,1.18,"Experimental station at Rio Piedras, Puerto Rico",Tropical,18.403,1.265,18.403,-66.05,Field,NA,1965,Heatwole et al. 1965,"Heatwole, H., M. Nelson, and E. Ortiz. 1965. Comparison of critical thermal maxima of two species of Puerto Rican frogs of the genus Eleutherodactylus. Physiological Zoology 38:1-8.",2117,3.33,Not introduced,273,1182,33,1.52,Terrestrial,0.002571429,31.3,Threatened,1
99_Eleutherodactylus portoricensis,99,Anura,Leptodactylidae,Eleutherodactylus,portoricensis,Leptodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylidae,Eleutherodactylus portoricensis,Eleutherodactylus,portoricensis,Adult,25,B,Given,36.3,NA,Y,7,7,0.9,22,9.1,1.8,0:24,S,Convulsive movements,NA,472,2.67,"Luquillo Forest, Puerto Rico",Tropical,18.295,1.262,18.295,-65.8,Field,NA,1965,Heatwole et al. 1965,"Heatwole, H., M. Nelson, and E. Ortiz. 1965. Comparison of critical thermal maxima of two species of Puerto Rican frogs of the genus Eleutherodactylus. Physiological Zoology 38:1-8.",2117,3.33,Not introduced,273,1182,33,1.52,Terrestrial,0.007893157,27.2,Threatened,1
98_Eleutherodactylus richmondi,98,Anura,Leptodactylidae,Eleutherodactylus,richmondi,Leptodactylidae,Eleutherodactylus,richmondi,Eleutherodactylidae,Eleutherodactylus richmondi,Eleutherodactylus,richmondi,Adult,25,B,Given,34.5,NA,Y,7,7,0.9,22,7.3,1.8,0:24,S,Convulsive movements,NA,472,2.67,"Luquillo Forest, Puerto Rico",Tropical,18.295,1.262,18.295,-65.8,Field,NA,1965,Heatwole et al. 1965,"Heatwole, H., M. Nelson, and E. Ortiz. 1965. Comparison of critical thermal maxima of two species of Puerto Rican frogs of the genus Eleutherodactylus. Physiological Zoology 38:1-8.",291,2.46,Not introduced,40,1152,33,1.52,Terrestrial,0.007893157,27.2,Threatened,1
178_Ensatina eschscholtzii,178,Caudata,Plethodontidae,Ensatina,escholtzii,Plethodontidae,Ensatina,escholtzii,Plethodontidae,Ensatina eschscholtzii,Ensatina,eschscholtzii,Adult,2,A,Given,30.3,NA,Y,7,7,0.9,14,2.3,NA,NA,L,Loss of righting response,NA,1017,3.01,NA,Temperate,41.129,1.614,41.129328,-123.217163,Field,Location estimated,1963,Brattstrom 1963,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",325029,5.51,Not introduced,0,2350,78,1.89,Terrestrial,0.004310524,29.7,Not threatened,0
67_Eurycea bislineata,67,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.2,NA,Y,7,7,0.9,25,5.9,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
62_Eurycea bislineata,62,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.4,NA,Y,7,7,0.9,25,6.1,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
561_Fejervarya cancrivora,561,Anura,Dicroglossidae,Fejervarya,cancrivora,Ranidae,Fejervarya,cancrivora,Dicroglossidae,Fejervarya cancrivora,Fejervarya,cancrivora,Adult,5,A,Given,42.1,NA,Y,7,7,0.9,25,10.2,0.3,12:12,S,Onset of spasms,NA,1,0,"Hoga Island, Indonesia",Tropical,5.467,0.738,-5.467,123.759,Field,NA,2012,Dabruzzi et al. 2012,"Dabruzzi, T. F., M. L. Wygoda, and W. A. Bennett. 2012. Some like it hot: heat tolerance of the crab-eating frog, Fejervarya cancrivora. Micronesica 43:101-106.",1352649,6.13,Introduced,NA,50,113,2.05,Aquatic & terrestrial,NA,32.2,Not threatened,0
644_Hyla andersonii,644,Anura,Hylidae,Hyla,andersonii,Hylidae,Hyla,andersonii,Hylidae,Hyla andersonii,Hyla,andersonii,Adult,6,A,Given,40.2,NA,Y,7,7,0.9,22,11.3,1,NA,L,Loss of righting response,NA,24,1.38,"Ocean County, New Jersey",Temperate,39.965,1.602,39.965,-74.312,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",67734,4.83,Not introduced,NA,NA,33,1.52,Arboreal,0.022801921,29.3,Threatened,1
648_Hyla cinerea,648,Anura,Hylidae,Hyla,cinerea,Hylidae,Hyla,cinerea,Hylidae,Hyla cinerea,Hyla,cinerea,Adult,4,A,Given,36.6,NA,Y,7,7,0.9,22,4.7,1,NA,L,Loss of righting response,NA,35,1.54,Central Florida,Subtropical,28.538,1.455,28.538,-81.379,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",1291729,6.11,Introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.017347739,32.9,Not threatened,0
649_Hyla squirella,649,Anura,Hylidae,Hyla,squirella,Hylidae,Hyla,squirella,Hylidae,Hyla squirella,Hyla,squirella,Adult,5,A,Given,36.5,NA,Y,7,7,0.9,22,4.6,1,NA,L,Loss of righting response,NA,35,1.54,Central Florida,Subtropical,28.538,1.455,28.538,-81.379,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",773496,5.89,Introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.017347739,32.9,Not threatened,0
646_Hyla versicolor,646,Anura,Hylidae,Hyla,versicolor,Hylidae,Hyla,versicolor,Hylidae,Hyla versicolor,Hyla,versicolor,Adult,2,A,Given,38.7,NA,Y,7,7,0.9,22,9.8,1,NA,L,Loss of righting response,NA,24,1.38,"Ocean County, New Jersey",Temperate,39.965,1.602,39.965,-74.312,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",2238329,6.35,Not introduced,NA,NA,33,1.52,Arboreal,0.022801921,29.3,Not threatened,0
944_Limnodynastes dorsalis,944,Anura,Myobatrachidae,Limnodynastes,dorsalis,Myobatrachidae,Limnodynastes,dorsalis,Limnodynastidae,Limnodynastes dorsalis,Limnodynastes,dorsalis,Adult,3,A,Given,35.3,NA,Y,7,7,0.9,15,7.3,0.3,12:12,L,Onset of spasms,NA,117,2.07,"Samford, Queensland",Subtropical,27.372,1.437,-27.372,152.867,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",324894,5.51,Not introduced,NA,600,75,1.88,Aquatic & terrestrial,0.008514606,29.5,Not threatened,0
943_Limnodynastes dorsalis,943,Anura,Myobatrachidae,Limnodynastes,dorsalis,Myobatrachidae,Limnodynastes,dorsalis,Limnodynastidae,Limnodynastes dorsalis,Limnodynastes,dorsalis,Adult,17,B,Given,35.3,NA,Y,7,7,0.9,15,8.4,0.3,12:12,L,Onset of spasms,NA,319,2.5,"Castlemaine, Victoria",Subtropical,37.064,1.569,-37.064,144.217,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",324894,5.51,Not introduced,NA,600,75,1.88,Aquatic & terrestrial,0.015527011,28.2,Not threatened,0
940_Limnodynastes peronii,940,Anura,Myobatrachidae,Limnodynastes,peronii,Myobatrachidae,Limnodynastes,peronii,Limnodynastidae,Limnodynastes peronii,Limnodynastes,peronii,Adult,44,B,Given,34.3,NA,Y,7,7,0.9,15,6.3,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",663231,5.82,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
941_Limnodynastes salmini,941,Anura,Myobatrachidae,Limnodynastes,salmini,Myobatrachidae,Limnodynastes,salmini,Limnodynastidae,Limnodynastes salmini,Limnodynastes,salmini,Adult,44,B,Given,34.2,NA,Y,7,7,0.9,15,6.2,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",604289,5.78,Not introduced,NA,NA,75,1.88,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
942_Limnodynastes tasmaniensis,942,Anura,Myobatrachidae,Limnodynastes,tasmaniensis,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastidae,Limnodynastes tasmaniensis,Limnodynastes,tasmaniensis,Adult,36,B,Given,34.9,NA,Y,7,7,0.9,15,7.6,0.3,12:12,L,Onset of spasms,NA,50,1.7,"Adelaide, South Australia",Subtropical,34.929,1.543,-34.929,138.6,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",2431022,6.39,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.015214086,28.6,Not threatened,0
717_Lithobates berlandieri,717,Anura,Ranidae,Rana,berlandieri,Ranidae,Rana,berlandieri,Ranidae,Lithobates berlandieri,Lithobates,berlandieri,Adult,129,C,Given,39.3,NA,Y,7,7,0.9,15,8.2,1,12:12,S,Onset of spasms,NA,79,1.9,Supplier,Tropical,22.796,1.358,22.7963195,-95.51239,Supplier,Location estimated,1980,Maness and Hutchison 1980,"Maness, J. D., and V. H. Hutchison. 1980. Acute adjustment of thermal tolerance in vertebrate ectotherms following exposure to critical thermal maxima. Journal of Thermal Biology 5:225-233.",1489357,6.17,Introduced,NA,1650,113,2.05,Aquatic & terrestrial,NA,33.2,Not threatened,0
116_Lithobates pipiens,116,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,113,C,Given,38,NA,Y,7,7,0.9,15,11.2,1,8:16,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
117_Lithobates pipiens,117,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,121,C,Given,38,NA,Y,7,7,0.9,15,11.2,1,12:12,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
118_Lithobates pipiens,118,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,115,C,Given,38.2,NA,Y,7,7,0.9,15,11.4,1,16:8,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
120_Lithobates pipiens,120,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,120,C,Given,39.1,NA,Y,7,7,0.9,25,10.7,1,12:12,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
119_Lithobates pipiens,119,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,110,C,Given,39.2,NA,Y,7,7,0.9,25,10.8,1,8:16,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
121_Lithobates pipiens,121,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,111,C,Given,39.4,NA,Y,7,7,0.9,25,11,1,16:8,S,Onset of spasms,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1969,Mahoney and Hutchison 1969,"Mahoney, J. J., and V. H. Hutchison. 1969. Photoperiod acclimation and 24-hour variations in the critical thermal maxima of a tropical and a temperate frog. Oecologia 2:143-161.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
439_Lithobates sylvaticus,439,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,Adult,10,B,Given,34.9,NA,Y,7,7,0.9,10,11,0.7,12:12,S,Onset of spasms,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
449_Lithobates sylvaticus,449,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,Adult,7,A,Given,36.1,NA,Y,7,7,0.9,20,10.7,0.7,12:12,S,Onset of spasms,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
936_Litoria alboguttata,936,Anura,Hylidae,Cyclorana,alboguttatus,Hylidae,Cyclorana,alboguttata,Hylidae,Litoria alboguttata,Litoria,alboguttata,Adult,15,B,Given,40.6,NA,Y,7,7,0.9,25,8.5,0.3,12:12,L,Onset of spasms,NA,309,2.49,"Chinchilla, Queensland",Subtropical,26.739,1.427,-26.739,150.625,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",1250564,6.1,Not introduced,NA,600,75,1.88,Terrestrial,0.018118047,32.5,Not threatened,0
921_Litoria aurea,921,Anura,Hylidae,Hyla,aurea,Hylidae,Litoria,aurea,Hylidae,Litoria aurea,Litoria,aurea,Adult,25,B,Given,36.7,NA,Y,7,7,0.9,25,7.9,0.3,12:12,L,Onset of spasms,NA,50,1.7,"Adelaide, South Australia",Subtropical,34.929,1.543,-34.929,138.6,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",178247,5.25,Introduced,NA,670,113,2.05,Aquatic & terrestrial,0.015214086,28.6,Threatened,1
935_Litoria australis,935,Anura,Hylidae,Cyclorana,australis,Hylidae,Cyclorana,australis,Hylidae,Litoria australis,Litoria,australis,Adult,1,A,Given,40.6,NA,Y,7,7,0.9,25,8.5,0.3,12:12,L,Onset of spasms,NA,309,2.49,"Chinchilla, Queensland",Subtropical,26.739,1.427,-26.739,150.625,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",1148522,6.06,Not introduced,NA,500,75,1.88,Terrestrial,0.018118047,32.5,Not threatened,0
912_Litoria caerulea,912,Anura,Hylidae,Hyla,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,22,B,Given,39.6,NA,Y,7,7,0.9,25,8.1,0.3,0:24,L,Loss of righting response,NA,14,1.15,"Proserpine, Queensland",Tropical,20.401,1.31,-20.401,148.58,Field,NA,1970,Johnson 1970,"Johnson, C. R. 1970. Observations on body temperatures, critical thermal maxima and tolerance to water loss in the Australian hylid, Hyla caerulea (White). Proceedings of the Royal Society of Queensland 82: 47-50.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,0.007494598,31.8,Not threatened,0
654_Litoria caerulea,654,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,11,B,Given,37.8,NA,Y,7,7,0.9,22,8.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0500 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
653_Litoria caerulea,653,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,13,B,Given,37.8,NA,Y,7,7,0.9,22,8.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0300 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
660_Litoria caerulea,660,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,10,B,Given,38.1,NA,Y,7,7,0.9,22,8.8,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1700 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
662_Litoria caerulea,662,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,9,A,Given,38.1,NA,Y,7,7,0.9,22,8.8,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2100 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
661_Litoria caerulea,661,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,11,B,Given,38.3,NA,Y,7,7,0.9,22,9,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1900 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
652_Litoria caerulea,652,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,12,B,Given,38.6,NA,Y,7,7,0.9,22,9.3,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0100 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
659_Litoria caerulea,659,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,10,B,Given,38.8,NA,Y,7,7,0.9,22,9.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1500 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
